IssueLabelID,Title,Description.Element:Text,Title_Description.Element:Text,Label.Element:Text,Assignee,CreatedAt,ClosedAt
4622,SiloHost ResponseTimeout won't let me change it from 30 seconds,"We have some grain methods that take longer than 30 seconds to execute so I am trying to set the response timeout to 2 minutes. I set it on the config.Globals.ResponseTimeout and pass that config object to the SiloHost and then call InitializeOrleansSilo(). Which runs and resets the ResponseTimeout back to 30 seconds.

We've tried setting it in our config.xml file as well to no avail. What am I doing wrong here?","SiloHost ResponseTimeout won't let me change it from 30 seconds We have some grain methods that take longer than 30 seconds to execute so I am trying to set the response timeout to 2 minutes. I set it on the config.Globals.ResponseTimeout and pass that config object to the SiloHost and then call InitializeOrleansSilo(). Which runs and resets the ResponseTimeout back to 30 seconds.

We've tried setting it in our config.xml file as well to no avail. What am I doing wrong here?",,ReubenBond,,
4621,Stream data adapter,"Custom handling of the conversion of application data to and from the underlying queue is a common concern for users of  Orleans persistent streams.  There are many reasons for this:

* The default conversion logic does not handle schema changes for event data or changes to the Orleans data structures so if an application alters the contents of the persisted events or the Orleans team changes how the events are wrapped the old events will become unreadable.
* Without changes to the conversion application developers cannot read/process events using streaming for pre-existing queues or data written to queues by other processes.
* Without changes to the conversion application developers cannot write events in formats suitable for pre-existing systems or external consumers.

Some stream providers like azure queue memory and eventhub provide some support for custom data conversion but there is no common pattern and some patterns are quite painful.

Given that **_every_** internal service using Orleans persistent streams has had to customize their handling of queue data for one of the above reasons and in every case it’s made the use of Orleans persistent stream significantly more complicated I am of the opinion that addressing this should be a fairly high priority.","Stream data adapter Custom handling of the conversion of application data to and from the underlying queue is a common concern for users of  Orleans persistent streams.  There are many reasons for this:

* The default conversion logic does not handle schema changes for event data or changes to the Orleans data structures so if an application alters the contents of the persisted events or the Orleans team changes how the events are wrapped the old events will become unreadable.
* Without changes to the conversion application developers cannot read/process events using streaming for pre-existing queues or data written to queues by other processes.
* Without changes to the conversion application developers cannot write events in formats suitable for pre-existing systems or external consumers.

Some stream providers like azure queue memory and eventhub provide some support for custom data conversion but there is no common pattern and some patterns are quite painful.

Given that **_every_** internal service using Orleans persistent streams has had to customize their handling of queue data for one of the above reasons and in every case it’s made the use of Orleans persistent stream significantly more complicated I am of the opinion that addressing this should be a fairly high priority.",P2,jason-bragg,,
4620,Error when client tries to communicate with silo: Gateway received unexpected non-proxied connection,"Please see this repo that should help replicate the issue. The README should explain the issue and reproduction steps in detail:

https://github.com/petargyurov/orleans-gateway-issue/tree/master

There has been some discussion on Gitter with @benjaminpetit already.


Thanks.","Error when client tries to communicate with silo: Gateway received unexpected non-proxied connection Please see this repo that should help replicate the issue. The README should explain the issue and reproduction steps in detail:

https://github.com/petargyurov/orleans-gateway-issue/tree/master

There has been some discussion on Gitter with @benjaminpetit already.


Thanks.",,benjaminpetit,,
4618,Skip TransactionWillRecoverAfterRandomSiloUnGracefulShutdown (see #4617),I see this failing a lot in VSO,Skip TransactionWillRecoverAfterRandomSiloUnGracefulShutdown (see #4617) I see this failing a lot in VSO,,xiazen,,
4617,[Test] TransactionWillRecoverAfterRandomSiloUnGracefulShutdown fails frequently,,[Test] TransactionWillRecoverAfterRandomSiloUnGracefulShutdown fails frequently ,P1,jason-bragg,,
4614,Added correctness checks to recovery testing,,Added correctness checks to recovery testing ,,xiazen,,
4612,WriteStateAsync() works a lot slower since upgrading to Orleans2,"Since upgrading to Orleans2 we have had general slowness in writing grain state. We tried to pin down the issue and we gauged the time it took for us to write jsons of about 1mb each to azure blob storage and the mean went up from about 100ms to 400ms in peak times. 
We looked in the blob storage to see if the data got any larger but it was about the same size (1mb).
We suspected the upgrade to orleans2 to be the cause and when we downgraded back to orleans1 the write time got back to normal (this was the only change we made) so if the cause was something else the downgrade should not have effected this.

This is the graph of the  time from one of our grains ""expert-grain"":
![screen shot 2018-05-20 at 15 11 21](https://user-images.githubusercontent.com/10612685/40278772-1790bb16-5c40-11e8-902e-57e1159c0be7.png)


We noticed that after restarting the nodes the write time goes down for a few hours before going up again (we used a script to restart the nodes every 4 hours for that reason).

Any suggestions to how we can investigate this further?","WriteStateAsync() works a lot slower since upgrading to Orleans2 Since upgrading to Orleans2 we have had general slowness in writing grain state. We tried to pin down the issue and we gauged the time it took for us to write jsons of about 1mb each to azure blob storage and the mean went up from about 100ms to 400ms in peak times. 
We looked in the blob storage to see if the data got any larger but it was about the same size (1mb).
We suspected the upgrade to orleans2 to be the cause and when we downgraded back to orleans1 the write time got back to normal (this was the only change we made) so if the cause was something else the downgrade should not have effected this.

This is the graph of the  time from one of our grains ""expert-grain"":
![screen shot 2018-05-20 at 15 11 21](https://user-images.githubusercontent.com/10612685/40278772-1790bb16-5c40-11e8-902e-57e1159c0be7.png)


We noticed that after restarting the nodes the write time goes down for a few hours before going up again (we used a script to restart the nodes every 4 hours for that reason).

Any suggestions to how we can investigate this further?",,jason-bragg,,
4611,How to deploy Orleans client and silos to SF as containers?,"How to deploy Orleans client and silos to SF as containers?
The question is how to configure the cluster and gateway settings?
I haven't find any sample. 

Thanks","How to deploy Orleans client and silos to SF as containers? How to deploy Orleans client and silos to SF as containers?
The question is how to configure the cluster and gateway settings?
I haven't find any sample. 

Thanks",documentation,ReubenBond,,
4610,memory consumption non equal,"i have two silos running on the same machine with sql membership database one of the two silos is consuming more memory  than the other(14 g and .9 g)
while the grains are balanced nearly equal 
is there some silo responsible for some function that i do not know about ?
i know there is no primary concept in case of membership database.
why is this happening ?

","memory consumption non equal i have two silos running on the same machine with sql membership database one of the two silos is consuming more memory  than the other(14 g and .9 g)
while the grains are balanced nearly equal 
is there some silo responsible for some function that i do not know about ?
i know there is no primary concept in case of membership database.
why is this happening ?

",,ReubenBond,,
4607,SerializationManager measures ticks not milliseconds,"The serialization manager measures the ticks: https://github.com/dotnet/orleans/blob/e87f0e458d36dccf145de06295475831331ff0bf/src/Orleans.Core/Serialization/SerializationManager.cs#L609

But the counter says: Serialization.Body.DeepCopy.Milliseconds.Current
","SerializationManager measures ticks, not milliseconds The serialization manager measures the ticks: https://github.com/dotnet/orleans/blob/e87f0e458d36dccf145de06295475831331ff0bf/src/Orleans.Core/Serialization/SerializationManager.cs#L609

But the counter says: Serialization.Body.DeepCopy.Milliseconds.Current
",,ReubenBond,,
4604,Cluster-to-Cluster communication extensibility,"I want to use Orleans Multi-cluster feature but I am hitting a road block.  I want to build a primary and failover cluster and use event sourcing to synchronize the cluster.  The problem is that I cannot set up a VPN between the two cluster.  Being able to synchronized clusters without an exposed gateway is a very valid and important scenario.

I was trying to figure out if I can extend and plug in an alternate ILogConsistencyProtocolGateway which will make calls to the other cluster through [Service Bus relays](https://docs.microsoft.com/en-us/azure/service-bus-relay/relay-hybrid-connections-http-requests-dotnet-get-started).  I difficulty because some interfaces are internal only.

What I am looking for is to be able to write implementations for the interfaces below and override the default implementation.  This was I can use other technologies proxy or relay the calls into the remote cluster.



","Cluster-to-Cluster communication extensibility I want to use Orleans Multi-cluster feature but I am hitting a road block.  I want to build a primary and failover cluster and use event sourcing to synchronize the cluster.  The problem is that I cannot set up a VPN between the two cluster.  Being able to synchronized clusters without an exposed gateway is a very valid and important scenario.

I was trying to figure out if I can extend and plug in an alternate ILogConsistencyProtocolGateway which will make calls to the other cluster through [Service Bus relays](https://docs.microsoft.com/en-us/azure/service-bus-relay/relay-hybrid-connections-http-requests-dotnet-get-started).  I difficulty because some interfaces are internal only.

What I am looking for is to be able to write implementations for the interfaces below and override the default implementation.  This was I can use other technologies proxy or relay the calls into the remote cluster.



",enhancement,benjaminpetit,,
4603,Test MetaData can be (de)serialzied,,Test MetaData can be (de)serialzied ,,ReubenBond,,
4602,Enable tx recovery tests,I forgot to enable these tests..,Enable tx recovery tests I forgot to enable these tests..,,jason-bragg,,
4601,NuGet Client and Server Collections not updated with 2.0.3 release,"The 2.0.3 release was a patch update that published updated packages for the code generator and runtime/core. If the Microsoft.Orleans.Server and/or Microsoft.Orleans.Client collections are used to provide the runtime then the code generator is updated but the runtime is not.

Behavior: When updating to the latest versions a mismatch is created and attempting to run with the two different versions causes an exception to be thrown:
 with code that works fine with the 2.0.0 generator.

Expected: Server and Client collections should be updated anytime a ""child"" package is updated","NuGet Client and Server Collections not updated with 2.0.3 release The 2.0.3 release was a patch update that published updated packages for the code generator and runtime/core. If the Microsoft.Orleans.Server and/or Microsoft.Orleans.Client collections are used to provide the runtime then the code generator is updated but the runtime is not.

Behavior: When updating to the latest versions a mismatch is created and attempting to run with the two different versions causes an exception to be thrown:
 with code that works fine with the 2.0.0 generator.

Expected: Server and Client collections should be updated anytime a ""child"" package is updated",bug,benjaminpetit,,
4600,Grain activation,"Hello
Few queries on grain activation:

1) Lets assume we have an application deployed in a cluster of three silos. Client connected to a silo and have grain activation with it. And now if that silo goes down for some reason does orleans framework create entirely new grain activation in other silo? Will grain have new primary key?
2) I have been experimenting explict stream subscription with RabbitMQ. 

	And my application looke likes this:
	**SILOHOST** 

			1.  CommandBusGrain 	
                             1.  OnactivateAsync creates a stream (stream id: GUID.Empty)
                             2.  Register method does subscription to the stream
                             3.  Send method publish message to stream (that is _stream.OnNextAsync(msg))
			2.  On silo startup
                             1.  calls CommandBusGrain register method to initiate subscription
			
			
    **SILO Client**

			1.  Create CommandBusGrain reference (Graind id: GUID.Empty)
			2.  Triggers ""Send"" method to publish message.

		
     This works fine but I need some suggestion on whether to call grain method to publish message to 
     the stream or create stream reference in the client and publish message directly to stream instead of 
     calling grain.
     Which one would be a better implementation?","Grain activation Hello
Few queries on grain activation:

1) Lets assume we have an application deployed in a cluster of three silos. Client connected to a silo and have grain activation with it. And now if that silo goes down for some reason does orleans framework create entirely new grain activation in other silo? Will grain have new primary key?
2) I have been experimenting explict stream subscription with RabbitMQ. 

	And my application looke likes this:
	**SILOHOST** 

			1.  CommandBusGrain 	
                             1.  OnactivateAsync creates a stream (stream id: GUID.Empty)
                             2.  Register method does subscription to the stream
                             3.  Send method publish message to stream (that is _stream.OnNextAsync(msg))
			2.  On silo startup
                             1.  calls CommandBusGrain register method to initiate subscription
			
			
    **SILO Client**

			1.  Create CommandBusGrain reference (Graind id: GUID.Empty)
			2.  Triggers ""Send"" method to publish message.

		
     This works fine but I need some suggestion on whether to call grain method to publish message to 
     the stream or create stream reference in the client and publish message directly to stream instead of 
     calling grain.
     Which one would be a better implementation?",question,sergeybykov,17/05/2018 2:23,20/06/2018 2:17
4598,Fix bug where Issue is never assigned and retry delays never happen,The class is RecordedConnectionIssue never assigns the Issue property which causes DelayBeforeRetry() to never delay.,Fix bug where Issue is never assigned and retry delays never happen The class is RecordedConnectionIssue never assigns the Issue property which causes DelayBeforeRetry() to never delay.,,ReubenBond,,
4596,Remove unused tx metrics,TransactionsStatisticsGroup.cs  was used by single TM and is currently not used in the system. delete to clean the code base up ,Remove unused tx metrics TransactionsStatisticsGroup.cs  was used by single TM and is currently not used in the system. delete to clean the code base up ,,jason-bragg,,
4595,Transaction concurrency tests,#NAME?,Transaction concurrency tests - failing against memory storage unclear why.  Tests disabled will open bug,testing,xiazen,,
4594,EHStatistics_MonitorCalledAccordingly intermitently failing,"ServiceBus.Tests.MonitorTests.EHStatisticMonitorTests.EHStatistics_MonitorCalledAccordingly fails intermittently.

Stacktrace
MESSAGE:
Assert.True() Failure\r\nExpected: True\r\nActual: False
+++++++++++++++++++
STACK TRACE:
at ServiceBus.Tests.MonitorTests.EHStatisticMonitorTests.AssertCacheMonitorCallCounters(CacheMonitorCounters totalCacheMonitorCallCounters) in D:\j\workspace\functional_pr---83d31c72\test\Extensions\ServiceBus.Tests\StatisticMonitorTests\EHStatisticMonitorTests.cs:line 118 at ServiceBus.Tests.MonitorTests.EHStatisticMonitorTests.<EHStatistics_MonitorCalledAccordingly>d__9.MoveNext() in D:\j\workspace\functional_pr---83d31c72\test\Extensions\ServiceBus.Tests\StatisticMonitorTests\EHStatisticMonitorTests.cs:line 103 --- End of stack trace from previous location where exception was thrown --- at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw() at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task) --- End of stack trace from previous location where exception was thrown --- at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw() at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task) --- End of stack trace from previous location where exception was thrown --- at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw() at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)","EHStatistics_MonitorCalledAccordingly intermitently failing ServiceBus.Tests.MonitorTests.EHStatisticMonitorTests.EHStatistics_MonitorCalledAccordingly fails intermittently.

Stacktrace
MESSAGE:
Assert.True() Failure\r\nExpected: True\r\nActual: False
+++++++++++++++++++
STACK TRACE:
at ServiceBus.Tests.MonitorTests.EHStatisticMonitorTests.AssertCacheMonitorCallCounters(CacheMonitorCounters totalCacheMonitorCallCounters) in D:\j\workspace\functional_pr---83d31c72\test\Extensions\ServiceBus.Tests\StatisticMonitorTests\EHStatisticMonitorTests.cs:line 118 at ServiceBus.Tests.MonitorTests.EHStatisticMonitorTests.<EHStatistics_MonitorCalledAccordingly>d__9.MoveNext() in D:\j\workspace\functional_pr---83d31c72\test\Extensions\ServiceBus.Tests\StatisticMonitorTests\EHStatisticMonitorTests.cs:line 103 --- End of stack trace from previous location where exception was thrown --- at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw() at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task) --- End of stack trace from previous location where exception was thrown --- at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw() at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task) --- End of stack trace from previous location where exception was thrown --- at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw() at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)",P3,jason-bragg,16/05/2018 0:40,
4593,Unexpected token '100' introducing type specifier,"We're getting strange error from our web app that uses Orleans.Client. The strange thing is that app works it calls Orleans cluster and gets response but spikes to ~50% cpu every 5 minutes and writes this error to log every second or so.
","Unexpected token '100' introducing type specifier We're getting strange error from our web app that uses Orleans.Client. The strange thing is that app works it calls Orleans cluster and gets response but spikes to ~50% cpu every 5 minutes and writes this error to log every second or so.
",P2,ReubenBond,,
4592,Fix tx recovery test intermittent failure,"- removed unused testing method for old singleTM
- change stop silo method from ungracefully shutdown to gracefully shutdown. Recovery tests was failed before because silos are shutdown ungracefully and alive silos somehow still keep sending those requests to the dead silo and get time out exception back. So I think it is failing because clustering isn't recovering from ungracefully shutdown instead of tx isn't recovering. So to tests tx recovery in a clean box I think shutdown silo gracefully is the right way. In this way tx will be the only one which need to recovery the test won't be testing clustering recovery. ","Fix tx recovery test intermittent failure - removed unused testing method for old singleTM
- change stop silo method from ungracefully shutdown to gracefully shutdown. Recovery tests was failed before because silos are shutdown ungracefully and alive silos somehow still keep sending those requests to the dead silo and get time out exception back. So I think it is failing because clustering isn't recovering from ungracefully shutdown instead of tx isn't recovering. So to tests tx recovery in a clean box I think shutdown silo gracefully is the right way. In this way tx will be the only one which need to recovery the test won't be testing clustering recovery. ",,jason-bragg,,
4591,Generate correct serializer for TransactionParticipantExtensionWrapper,TransactionParticipantExtensionWrapper is serialized as part of StorageBatch Metadata need to generate correct serializer for it otherwise gets serialization exception when trying to (de)serialization StorageBatch Metadata,Generate correct serializer for TransactionParticipantExtensionWrapper TransactionParticipantExtensionWrapper is serialized as part of StorageBatch Metadata need to generate correct serializer for it otherwise gets serialization exception when trying to (de)serialization StorageBatch Metadata,,jason-bragg,,
4589,Orleans.Configuration.Validators.ClientClusteringValidator.ClusterIdNotConfigured,"Hi

When I was trying using local development configuration to set up a server I got an error 

And the sentry exception log is https://sentry.io/share/issue/d4d5026ae2ca44f29528d1b3d784f763/ .

Thank you.","Orleans.Configuration.Validators.ClientClusteringValidator.ClusterIdNotConfigured Hi

When I was trying using local development configuration to set up a server I got an error 

And the sentry exception log is https://sentry.io/share/issue/d4d5026ae2ca44f29528d1b3d784f763/ .

Thank you.",,benjaminpetit,,
4588,Why is Microsoft.Orleans.Clustering.ServiceFabric not available for v2.0.0?,"Why is Microsoft.Orleans.Clustering.ServiceFabric not available for v2.0.0?

It is available for v2.0.0-rc2 but not v2.0.0.","Why is Microsoft.Orleans.Clustering.ServiceFabric not available for v2.0.0? Why is Microsoft.Orleans.Clustering.ServiceFabric not available for v2.0.0?

It is available for v2.0.0-rc2 but not v2.0.0.",question,ReubenBond,,
4585,code generation fails with dotnet 2.1 rc1,"This is a console app. 

Orleans-CodeGen - Generating file C:\Games\aigame\Game\Server\obj\Debug\netcoreapp2.1\Server.orleans.g.cs
1>-- Code Generation FAILED --
1>
1>Exc level 0: System.IO.FileNotFoundException: Could not load file or assembly 'System.Runtime Version=4.2.1.0 Culture=neutral PublicKeyToken=b03f5f7f11d50a3a'. The system cannot find the file specified.
1>   at System.ModuleHandle.ResolveType(RuntimeModule module Int32 typeToken IntPtr* typeInstArgs Int32 typeInstCount IntPtr* methodInstArgs Int32 methodInstCount ObjectHandleOnStack type)
1>   at System.ModuleHandle.ResolveTypeHandleInternal(RuntimeModule module Int32 typeToken RuntimeTypeHandle[] typeInstantiationContext RuntimeTypeHandle[] methodInstantiationContext)
1>   at System.Reflection.RuntimeModule.ResolveType(Int32 metadataToken Type[] genericTypeArguments Type[] genericMethodArguments)
1>   at System.Reflection.CustomAttribute.FilterCustomAttributeRecord(CustomAttributeRecord caRecord MetadataImport scope Assembly& lastAptcaOkAssembly RuntimeModule decoratedModule MetadataToken decoratedToken RuntimeType attributeFilterType Boolean mustBeInheritable Object[] attributes IList derivedAttributes RuntimeType& attributeType IRuntimeMethodInfo& ctor Boolean& ctorHasParameters Boolean& isVarArg)
1>   at System.Reflection.CustomAttribute.GetCustomAttributes(RuntimeModule decoratedModule Int32 decoratedMetadataToken Int32 pcaCount RuntimeType attributeFilterType Boolean mustBeInheritable IList derivedAttributes Boolean isDecoratedTargetSecurityTransparent)
1>   at System.Reflection.CustomAttribute.GetCustomAttributes(RuntimeAssembly assembly RuntimeType caType)
1>   at System.Attribute.GetCustomAttributes(Assembly element Type attributeType Boolean inherit)
1>   at System.Reflection.CustomAttributeExtensions.GetCustomAttributes[T](Assembly element)
1>   at Orleans.ApplicationParts.AssemblyAttributeFeatureProvider1 parts TFeature feature) in D:\build\agent\_work\18\s\src\Orleans.Core\ApplicationParts\AssemblyAttributeFeatureProvider.cs:line 41
1>   at Orleans.ApplicationParts.ApplicationPartManager.PopulateFeature[TFeature](TFeature feature) in D:\build\agent\_work\18\s\src\Orleans.Core\ApplicationParts\ApplicationPartManager.cs:line 49
1>   at Orleans.ApplicationPartManagerExtensions.CreateAndPopulateFeature[TFeature](IApplicationPartManager applicationPartManager) in D:\build\agent\_work\18\s\src\Orleans.Core\ApplicationParts\ApplicationPartManagerExtensions.cs:line 60
1>   at Orleans.CodeGenerator.RoslynCodeGenerator..ctor(IApplicationPartManager partManager ILoggerFactory loggerFactory) in D:\build\agent\_work\18\s\src\Orleans.CodeGeneration\RoslynCodeGenerator.cs:line 43
1>   at Orleans.CodeGeneration.CodeGenerator.GenerateSourceForAssembly(Assembly grainAssembly LogLevel logLevel)
1>   at Orleans.CodeGeneration.CodeGenerator.GenerateCodeInternal(CodeGenOptions options)
1>   at Orleans.CodeGeneration.CodeGenerator.GenerateCode(CodeGenOptions options)
1>   at Orleans.CodeGeneration.Program.Main(String[] args)
1>C:\Users\chris\.nuget\packages\microsoft.orleans.orleanscodegenerator.build\2.0.3\build\Microsoft.Orleans.OrleansCodeGenerator.Build.targets(765): error MSB3073: The command """"dotnet"" ""C:\Users\chris\.nuget\packages\microsoft.orleans.orleanscodegenerator.build\2.0.3\build\..\tasks\netcoreapp2.0\Orleans.CodeGeneration.Build.dll"" ""@obj\Debug\netcoreapp2.1\codegen\Server.orleans.g.args.txt"""" exited with code 3.
1>Done building project ""Server.csproj"" -- FAILED.","code generation fails with dotnet 2.1 rc1 This is a console app. 

Orleans-CodeGen - Generating file C:\Games\aigame\Game\Server\obj\Debug\netcoreapp2.1\Server.orleans.g.cs
1>-- Code Generation FAILED --
1>
1>Exc level 0: System.IO.FileNotFoundException: Could not load file or assembly 'System.Runtime Version=4.2.1.0 Culture=neutral PublicKeyToken=b03f5f7f11d50a3a'. The system cannot find the file specified.
1>   at System.ModuleHandle.ResolveType(RuntimeModule module Int32 typeToken IntPtr* typeInstArgs Int32 typeInstCount IntPtr* methodInstArgs Int32 methodInstCount ObjectHandleOnStack type)
1>   at System.ModuleHandle.ResolveTypeHandleInternal(RuntimeModule module Int32 typeToken RuntimeTypeHandle[] typeInstantiationContext RuntimeTypeHandle[] methodInstantiationContext)
1>   at System.Reflection.RuntimeModule.ResolveType(Int32 metadataToken Type[] genericTypeArguments Type[] genericMethodArguments)
1>   at System.Reflection.CustomAttribute.FilterCustomAttributeRecord(CustomAttributeRecord caRecord MetadataImport scope Assembly& lastAptcaOkAssembly RuntimeModule decoratedModule MetadataToken decoratedToken RuntimeType attributeFilterType Boolean mustBeInheritable Object[] attributes IList derivedAttributes RuntimeType& attributeType IRuntimeMethodInfo& ctor Boolean& ctorHasParameters Boolean& isVarArg)
1>   at System.Reflection.CustomAttribute.GetCustomAttributes(RuntimeModule decoratedModule Int32 decoratedMetadataToken Int32 pcaCount RuntimeType attributeFilterType Boolean mustBeInheritable IList derivedAttributes Boolean isDecoratedTargetSecurityTransparent)
1>   at System.Reflection.CustomAttribute.GetCustomAttributes(RuntimeAssembly assembly RuntimeType caType)
1>   at System.Attribute.GetCustomAttributes(Assembly element Type attributeType Boolean inherit)
1>   at System.Reflection.CustomAttributeExtensions.GetCustomAttributes[T](Assembly element)
1>   at Orleans.ApplicationParts.AssemblyAttributeFeatureProvider1 parts TFeature feature) in D:\build\agent\_work\18\s\src\Orleans.Core\ApplicationParts\AssemblyAttributeFeatureProvider.cs:line 41
1>   at Orleans.ApplicationParts.ApplicationPartManager.PopulateFeature[TFeature](TFeature feature) in D:\build\agent\_work\18\s\src\Orleans.Core\ApplicationParts\ApplicationPartManager.cs:line 49
1>   at Orleans.ApplicationPartManagerExtensions.CreateAndPopulateFeature[TFeature](IApplicationPartManager applicationPartManager) in D:\build\agent\_work\18\s\src\Orleans.Core\ApplicationParts\ApplicationPartManagerExtensions.cs:line 60
1>   at Orleans.CodeGenerator.RoslynCodeGenerator..ctor(IApplicationPartManager partManager ILoggerFactory loggerFactory) in D:\build\agent\_work\18\s\src\Orleans.CodeGeneration\RoslynCodeGenerator.cs:line 43
1>   at Orleans.CodeGeneration.CodeGenerator.GenerateSourceForAssembly(Assembly grainAssembly LogLevel logLevel)
1>   at Orleans.CodeGeneration.CodeGenerator.GenerateCodeInternal(CodeGenOptions options)
1>   at Orleans.CodeGeneration.CodeGenerator.GenerateCode(CodeGenOptions options)
1>   at Orleans.CodeGeneration.Program.Main(String[] args)
1>C:\Users\chris\.nuget\packages\microsoft.orleans.orleanscodegenerator.build\2.0.3\build\Microsoft.Orleans.OrleansCodeGenerator.Build.targets(765): error MSB3073: The command """"dotnet"" ""C:\Users\chris\.nuget\packages\microsoft.orleans.orleanscodegenerator.build\2.0.3\build\..\tasks\netcoreapp2.0\Orleans.CodeGeneration.Build.dll"" ""@obj\Debug\netcoreapp2.1\codegen\Server.orleans.g.args.txt"""" exited with code 3.
1>Done building project ""Server.csproj"" -- FAILED.",,benjaminpetit,,
4584,Microsoft.Orleans.OrleansCodeGenerator.Build and IntelliSense,"Hello.

I want to show the problem by an example because it is difficult for me to describe it.

In the project I created the MyGrain class and the interface IMyGrain MyGrain (heir Grain) and when I write the code the studio tells me where I made a mistake (ctrl+. ""Quick actions and refactorings"") but as soon as I install the package Microsoft.Orleans.OrleansCodeGenerator.Build all the hints disappear and ""quick actions and refactorings"" does not work. 
All hints related to the work of the text analyzer (code) in the visual studio are lost.

Here is a link to the project where you can check it by simply running commands:
[https://github.com/amarf/OrleansBug]()
**install-package Microsoft.Orleans.OrleansCodeGenerator.Build
uninstall-package Microsoft.Orleans.OrleansCodeGenerator.Build**

PS. After executing the uninstall-package command the studio is working normally","Microsoft.Orleans.OrleansCodeGenerator.Build and IntelliSense Hello.

I want to show the problem by an example because it is difficult for me to describe it.

In the project I created the MyGrain class and the interface IMyGrain MyGrain (heir Grain) and when I write the code the studio tells me where I made a mistake (ctrl+. ""Quick actions and refactorings"") but as soon as I install the package Microsoft.Orleans.OrleansCodeGenerator.Build all the hints disappear and ""quick actions and refactorings"" does not work. 
All hints related to the work of the text analyzer (code) in the visual studio are lost.

Here is a link to the project where you can check it by simply running commands:
[https://github.com/amarf/OrleansBug]()
**install-package Microsoft.Orleans.OrleansCodeGenerator.Build
uninstall-package Microsoft.Orleans.OrleansCodeGenerator.Build**

PS. After executing the uninstall-package command the studio is working normally",,ReubenBond,,
4583,Azure transaction benchmark,"Added transaction benchmark that runs against azure storage.
Fixed bugs in transaction bentchmark.","Azure transaction benchmark Added transaction benchmark that runs against azure storage.
Fixed bugs in transaction bentchmark.",,xiazen,,
4581,Clock skew transaction testing,Ensure transaction timestamps work correctly even with clock skew and system time changes.,Clock skew transaction testing Ensure transaction timestamps work correctly even with clock skew and system time changes.,,xiazen,,
4580,Multi tenency DI,"We are looking into implementing multi-tenancy with DI do you have any recommendations? Is possible?

What we like to achieve
 
 - Replace some services based on the tenant (which we will handle ofc)
 - When Grain is initiated it will have the specified tenant so constructor injection will work

I just had did this for aspnetcore by using [Grace](https://github.com/ipjohnson/Grace/) (DI container) which supports child containers.

 Basically what I had to do in order to integrate in aspnet is:
 - Implement custom middleware (which most of the time should be one of the first one)
 - Implement some kind of Tenant resolver which in our case would resolve via domain
 - Replace aspnet  with the our child container.

As far as i know in Orleans its not possible to implement something as I did in aspnet.","Multi tenency DI We are looking into implementing multi-tenancy with DI do you have any recommendations? Is possible?

What we like to achieve
 
 - Replace some services based on the tenant (which we will handle ofc)
 - When Grain is initiated it will have the specified tenant so constructor injection will work

I just had did this for aspnetcore by using [Grace](https://github.com/ipjohnson/Grace/) (DI container) which supports child containers.

 Basically what I had to do in order to integrate in aspnet is:
 - Implement custom middleware (which most of the time should be one of the first one)
 - Implement some kind of Tenant resolver which in our case would resolve via domain
 - Replace aspnet  with the our child container.

As far as i know in Orleans its not possible to implement something as I did in aspnet.",,ReubenBond,,
4579,Add dependency in nuget package Microsoft.Orleans.OrleansCodeGenerator.Build on Microsoft.Orleans.Core.Abstractions,,Add dependency in nuget package Microsoft.Orleans.OrleansCodeGenerator.Build on Microsoft.Orleans.Core.Abstractions ,,ReubenBond,,
4577,"Sanitize ""."" for Azure Queue name and make Queue name configurable","I'm getting exceptions when project name isn't so long or contains ""."" for example name is ""SiloHost.NetCore"".

1. Make Azure Queue name configurable or partially configurable. For example for case when silo host is SF service my queue name is ""fabric--distrtestapplication-silohost.netcore-azurequeueprovider-0"".  It contains 66 symbols instead of max allowed. I want to remove or configure ""fabric--"" prefix or something else.

2. Sanitize ""."" with dash ""-"" as other symbols in AzureQueueDataManager.SanitizeQueueName.","Sanitize ""."" for Azure Queue name and make Queue name configurable I'm getting exceptions when project name isn't so long or contains ""."" for example name is ""SiloHost.NetCore"".

1. Make Azure Queue name configurable or partially configurable. For example for case when silo host is SF service my queue name is ""fabric--distrtestapplication-silohost.netcore-azurequeueprovider-0"".  It contains 66 symbols instead of max allowed. I want to remove or configure ""fabric--"" prefix or something else.

2. Sanitize ""."" with dash ""-"" as other symbols in AzureQueueDataManager.SanitizeQueueName.",,xiazen,,
