IssueLabelID,Title,Description,Label,CreatedAt,ClosedAt,Assignee
38765,BoundBadExpression.Symbols has null elements,When we assume that `BoundBadExpression.Symbols` contains no nulls ImplicitArrayCreationExpression_Error_NonArrayInitExpr TestPragmaWarningOnEveryNodes and DontCrash all fail as the array does have null elements. This is likely a bug in the compiler and we should fix that. When that's fixed the annotation of the array should be updated back to `ImmutableArray<Symbol>`,Area-Compilers|Bug,19/09/2019 5:21:32 PM +00:00,,
38764,[master] Update dependencies from dotnet/arcade,"This pull request updates the following dependencies

[marker]: <> (Begin:567feadf-e495-4ebb-cee4-08d67668456c)
## From https://github.com/dotnet/arcade
- **Build**: 20190923.5
- **Date Produced**: 9/24/2019 4:15 AM
- **Commit**: ef4b288de587f0b86e65b3950e9095f714808ade
- **Branch**: refs/heads/master
- **Updates**:
  - **Microsoft.DotNet.Arcade.Sdk** -> 5.0.0-beta.19473.5

[marker]: <> (End:567feadf-e495-4ebb-cee4-08d67668456c)
















",Area-Infrastructure,19/09/2019 12:09:41 PM +00:00,27/09/2019 12:55:54 AM +00:00,
38763,Merge master to master-vs-deps,"
This is an automatically generated pull request from master into master-vs-deps.

``` bash
git fetch --all
git checkout merges/master-to-master-vs-deps
git reset --hard upstream/master-vs-deps
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-master-vs-deps --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,19/09/2019 12:02:22 PM +00:00,20/09/2019 2:35:24 AM +00:00,ivanbasov
38762,Expand selection on method should include XML docs,"**Version Used**: 16.4.0-pre.2.0+29318.173.master

**Steps to Reproduce**:

```c#
class C
{
    /// <summary>A method</summary>
    void M()
    {
    }
}
```

1. With the caret inside method `M` invoke _Expand Selection_ until the selection spans `void M() { }`
2. Invoke _Expand Selection_ again

**Expected Behavior**:

Selection expands to include XML doc and method body.

**Actual Behavior**:

Ensure class `C` is selected.


This makes it hard to perform follow on actions such as:

- comment entire method without leaving invalid dangling documentation
- cut method to clipboard to paste somewhere else",Area-IDE|Concept-Continuous Improvement|IDE-CodeStyle|help wanted,19/09/2019 11:34:43 AM +00:00,,
38761,The SyntaxKind Enum could be in a separate library.,"The `SyntaxKind Enum` should be in a separate library as its source is duplicated in multiple projects in the solution. eg `Microsoft.CodeAnalysis.VisualBasic` and `VisualBasicSyntaxGenerator` 
This also the same for CSharp projects.

Maybe we should start to separate them out along with the helper methods to a library dll. So there isn't a mismatch.",Area-Compilers|Resolution-By Design|Tenet-Performance,19/09/2019 8:38:07 AM +00:00,19/09/2019 2:41:29 PM +00:00,sharwell
38760,Cache AnalyzerConfigOptionsResult instances,"A common case for editorconfig is for most of the source files to have the same
options specified which means if we store options for each source file it's
likely we'll have many duplicate sets. This change adds a cache to AnalyzerConfigSet
to try to de-dup identical options dictionaries to a single shared instance.",Area-Compilers,19/09/2019 6:03:08 AM +00:00,25/09/2019 5:04:02 PM +00:00,
38759,Refactoring: remove CompltetionItemFilter,"",Area-IDE|IDE-IntelliSense,19/09/2019 5:55:18 AM +00:00,27/09/2019 8:51:29 PM +00:00,
38758,Confirm required CancellationToken for Formatter.OrganizeImportsAsync,#38593 adds this method with a required cancellation token which aligns with asynchronous usage analyzers that require cancellation tokens be passed to methods that take them. The new API deviates from existing patterns so it should be confirmed in design review.,Area-IDE|Concept-API,19/09/2019 12:20:07 AM +00:00,4/10/2019 9:33:30 PM +00:00,jasonmalinowski
38757,Merge master to master-vs-deps,"
This is an automatically generated pull request from master into master-vs-deps.

``` bash
git fetch --all
git checkout merges/master-to-master-vs-deps
git reset --hard upstream/master-vs-deps
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-master-vs-deps --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,19/09/2019 12:02:17 AM +00:00,19/09/2019 1:30:08 AM +00:00,
38756,Verify semantic model on suppression operator,"Uncommenting some verification in tests for suppressions.
Closes https://github.com/dotnet/roslyn/issues/32661
Closes https://github.com/dotnet/roslyn/issues/38343

Also closes https://github.com/dotnet/roslyn/issues/38543 (problem with binding of async lambdas allowing a void to be returned) by adding a test",Area-Compilers|New Language Feature - Nullable Reference Types|Test,19/09/2019 12:00:39 AM +00:00,21/09/2019 4:47:41 AM +00:00,jcouv
38755,A C# option to indent/not indent `namespace` contents,"Added a C# formatting option to enable/disable (enabled by default) indentation for `namespace` contents.

Having this off is very useful for a couple of scenarios:
1. small screens such as laptop screens
2. diff viewing when two files have to be shown side by side (GitHub for example often has to wrap C# code because of long lines)

For example with option off:
```csharp
namespace MyNamespace {

using System;

class MyClass
{
    int f;
}
}
```

Option on:
```csharp
namespace MyNamespace {

  using System;

  class MyClass
  {
    int f;
  }
}
```

Closes #24129",Area-IDE|Community|IDE-Formatter|Resolution-Won't Fix,18/09/2019 11:30:06 PM +00:00,1/10/2019 12:29:16 AM +00:00,
38754,Fix crash when moving type from global namespace,"Fixes internal bug
https://devdiv.visualstudio.com/DevDiv/_workitems/edit/980758

@ryzngard @dotnet/roslyn-ide",Area-IDE,18/09/2019 11:15:09 PM +00:00,23/09/2019 6:00:02 PM +00:00,
38753,Use IContentType.IsOfType when checking for content type matches,A bug found while investigating https://github.com/dotnet/roslyn/issues/36984 was that the CodeCleanupFixerProvider was providing no fixers due to expecting an exact match of the text buffer's content type. It is recommended to use `IsOfType` to perform the comparison and this is how we check ContentTypes elsewhere.,Area-IDE,18/09/2019 10:45:52 PM +00:00,19/09/2019 2:01:26 AM +00:00,
38752,Fix TakeIncrementalSnapshot crash,"Closes #37868

I can't think of any non-error scenarios where you would go into a conditional state on the LHS of an assignment operator and learn something meaningful about the nullability of variables. So I fixed the crash by always unsplitting the state after visiting the left side of an assignment operator.",Area-Compilers|New Language Feature - Nullable Reference Types,18/09/2019 10:22:13 PM +00:00,24/09/2019 9:32:02 PM +00:00,jcouv
38751,Fix typo and add richer info to rename test failure message,"```diff
-There were additional related locations than were unasserted:
+There were additional related locations that were unasserted:
+Foo @Test1.cs[12..15)
+Bar @Test1.cs[30..33)
```

Ideas welcome.",Area-IDE|Community,18/09/2019 8:59:51 PM +00:00,19/09/2019 8:09:02 AM +00:00,genlu
38750,Ensure target-typed constructs are bound during initial binding in an error scenario.,Fixes #38686,Area-Compilers,18/09/2019 7:44:37 PM +00:00,2/10/2019 5:34:05 PM +00:00,gafter
38749,Change the Using organizer to not use ElasticTrivia for the NewLine,"Code Cleanup removes and sorts usings prior to running the whitespace formatter. The Using organizer used elastic trivia for the newline that it introduced between using groups which would get eaten by the formatter.

Fixes #36984",Area-IDE,18/09/2019 7:39:37 PM +00:00,19/09/2019 2:01:06 AM +00:00,
38748,WIP: Change Signature - Add parameter,"",Area-IDE|PR For Personal Review Only,18/09/2019 6:44:23 PM +00:00,,
38747,Merge master to master-vs-deps,"
This is an automatically generated pull request from master into master-vs-deps.
(created from a manual run of the PR generation tool)

``` bash
git fetch --all
git checkout merges/master-to-master-vs-deps
git reset --hard upstream/master-vs-deps
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-master-vs-deps --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,18/09/2019 5:26:26 PM +00:00,18/09/2019 8:23:07 PM +00:00,
38746,Export EditorConfig from Tools Options to show up in Solution Explorer,"**Version Used**: 
Visual Studio 2019

**Steps to Reproduce**:

1. When I press **Generate .editorconfig file from settings** in Tools > Options: 
![code style](https://user-images.githubusercontent.com/46729679/65167327-3290a300-d9f7-11e9-83f5-2d6258fd31c3.png)


2. File Explorer should open to ask where the EditorConfig should be saved (project or solution level):
![save-editorconfig](https://user-images.githubusercontent.com/46729679/65167441-6a97e600-d9f7-11e9-813b-b69c083c1582.png)

3. Once I select **Save** the EditorConfig should show up in Solution Explorer depending on where it was saved (under a specific project or solution)

Currently the EditorConfig is only saved at the solution level and have to right click on the solution name in the Solution Explorer and select add existing item for the EditorConfig to show up in Solution Explorer and I believe we can eliminate that step as well:
![Annotation 2019-09-18 093916](https://user-images.githubusercontent.com/46729679/65167845-3244d780-d9f8-11e9-930e-34778d2df067.png)

",4 - In Review|Area-IDE|Feature Request,18/09/2019 4:43:06 PM +00:00,17/10/2019 9:52:43 PM +00:00,mavasani
38745,Enhance local variable assignment tracking,"**Version Used**: 

Visual-Studio-2019-Version-16.2.5

**Steps to Reproduce**:

Consider the following code snippet:

```
void Foo(object key)
{
    IDictionary<object object> dictionary = CreateDictionary(); // May return null
    // Bar() returns an object
    var foo = dictionary?.TryGetValue(key out object fooValue) ?? false ? fooValue : Bar();
    //                                                                     ~~~~~~~~
}
```
**Expected Behavior**:

The compiler can statically prove that in the branch `fooValue` is used it is always assigned.

**Actual Behavior**:
The comiler errors:
> The local variable `fooValue` might not be initialized before accessing.",Area-Compilers|Feature Request,18/09/2019 11:54:39 AM +00:00,19/09/2019 6:14:29 AM +00:00,
38744,'Convert switch statement to switch expression' (IDE0066) throws away comments,"example:

``` c#
using System;

static class P
{
    static void Main()
    {
        string input = Whatever();
        int size;
        // IDE0066 here
        switch(input)
        {
            case ""abc"": size = 12; break; // because magic
            case ""def"": size = 42; break; // important comment
            default: size = -1; break; // everything else
        }
        Console.WriteLine(size);
    }

    static string Whatever() => throw new NotImplementedException();
}
```

expected output:

``` c#
        var size = input switch
        {
            ""abc"" => 12 // because magic
            ""def"" => 42 // important comment
            _ => -1 // everything else
        };
```

actual output:

``` c#
        var size = input switch
        {
            ""abc"" => 12
            ""def"" => 42
            _ => -1
        };
```

Note: I haven't thought through what this should do in the general case where comments could be on multiple lines but; comments are important - throwing them away seems bad.",Area-IDE|Bug|IDE-CodeStyle|Resolution-Duplicate,18/09/2019 9:12:27 AM +00:00,24/09/2019 7:24:11 PM +00:00,
38743,use var instead of explicit type incorrectly reported in non-nullable out variable declaration,"**Version Used**: VS 16.3 preview 1

**Steps to Reproduce**:

Set code style preferences to prefer var over explicit type.

Compile the following:

```csharp
#nullable enable
using System.Collections.Generic;

public class C {
    public void M() {
        var dic = new Dictionary<string string>
        { {""key"" ""value""}};
        
        dic.TryGetValue(""key"" out string value);
    }
}
```
**Expected Behavior**:

No message to prefer var over explicit type since `string` is different to `string?` 

**Actual Behavior**:

message to prefer var over explicit type.",Area-IDE|Concept-Continuous Improvement,18/09/2019 7:55:14 AM +00:00,17/10/2019 8:44:54 PM +00:00,ryzngard
38742,Cannot supress nullable warning in out variable declaration,"**Version Used**: master

**Steps to Reproduce**:

```csharp
#nullable enable
using System.Collections.Generic;

public class C {
    public void M() {
        var dic = new Dictionary<string string>
        { {""key"" ""value""}};
        
        dic.TryGetValue(""key"" out string value);
    }
}
```
produces the warning:

> warning CS8600: Converting null literal or possible null value to non-nullable type.

Adding a null suppression operator as `dic.TryGetValue(""key"" out string value!);` is a syntax error. 

> error CS1003: Syntax error '' expected
> error CS1525: Invalid expression term ')'.

Adding a null suppression operator as `dic.TryGetValue(""key"" out string value)!;` is a semantic error.

> error CS8598: The suppression operator is not allowed in this context
> error CS0201: Only assignment call increment decrement await and new object expressions can be used as a statement 

**Expected Behavior**:

Some way to suppress an nullable warning in out variable declaration 

**Actual Behavior**:

No way to suppress a nullable warning in out variable declaration ",Area-Compilers|Bug|Resolution-By Design,18/09/2019 7:50:53 AM +00:00,18/09/2019 11:11:52 PM +00:00,jcouv
38741,Roslyn can tear down VS if a progression search gets cancelled,"**Version Used**: 
Version 16.4.0 Preview 2.0 [29316.148.master]

**Steps to Reproduce**:

I was searching Solution Explorer and VS was torn down with the following. I cannot reproduce this so looks like timing issue. Looks like if OperationCanceledException leaks out of these lambdas VS is torn down: https://github.com/dotnet/roslyn/blob/7bc44488c661fd6bbb6c53f39512a6fe0cc5ef84/src/VisualStudio/Core/Def/Implementation/Progression/GraphQueryManager.cs#L156

```
Application: devenv.exe
Framework Version: v4.0.30319
Description: The application requested process termination through System.Environment.FailFast(string message).
Message: System.Threading.Tasks.TaskCanceledException: A task was canceled.
Stack:
   at System.Environment.FailFast(System.String System.Exception)
   at Microsoft.CodeAnalysis.FailFast.OnFatalException(System.Exception)
   at Microsoft.CodeAnalysis.ErrorReporting.FatalError.Report(System.Exception System.Action`1<System.Exception>)
   at Microsoft.CodeAnalysis.ErrorReporting.FatalError.ReportUnlessCanceled(System.Exception)
   at Roslyn.Utilities.TaskExtensions+<>c__DisplayClass6_0`1[[System.Boolean mscorlib Version=4.0.0.0 Culture=neutral PublicKeyToken=b77a5c561934e089]].<SafeContinueWith>g__outerFunction|0(System.Threading.Tasks.Task)
   at System.Threading.Tasks.Task.ThrowIfExceptional(Boolean)
   at System.Threading.Tasks.Task`1[[System.__Canon mscorlib Version=4.0.0.0 Culture=neutral PublicKeyToken=b77a5c561934e089]].GetResultCore(Boolean)
   at System.Threading.Tasks.Task`1[[System.__Canon mscorlib Version=4.0.0.0 Culture=neutral PublicKeyToken=b77a5c561934e089]].get_Result()
   at Microsoft.VisualStudio.LanguageServices.Implementation.Progression.GraphQueryManager+<>c__DisplayClass14_0.<PopulateContextGraphAsync>b__1(System.Threading.Tasks.Task`1<Microsoft.VisualStudio.LanguageServices.Implementation.Progression.GraphBuilder[]>)
   at Roslyn.Utilities.TaskExtensions+<>c__DisplayClass5_0`1[[System.__Canon mscorlib Version=4.0.0.0 Culture=neutral PublicKeyToken=b77a5c561934e089]].<SafeContinueWith>b__0(System.Threading.Tasks.Task)
   at Roslyn.Utilities.TaskExtensions+<>c__DisplayClass2_0.<SafeContinueWith>g__continuationFunction|0(System.Threading.Tasks.Task)
   at Roslyn.Utilities.TaskExtensions+<>c__DisplayClass6_0`1[[System.Boolean mscorlib Version=4.0.0.0 Culture=neutral PublicKeyToken=b77a5c561934e089]].<SafeContinueWith>g__outerFunction|0(System.Threading.Tasks.Task)
   at System.Threading.Tasks.ContinuationResultTaskFromTask`1[[System.Boolean mscorlib Version=4.0.0.0 Culture=neutral PublicKeyToken=b77a5c561934e089]].InnerInvoke()
   at System.Threading.Tasks.Task.Execute()
   at System.Threading.Tasks.Task.ExecutionContextCallback(System.Object)
   at System.Threading.ExecutionContext.RunInternal(System.Threading.ExecutionContext System.Threading.ContextCallback System.Object Boolean)
   at System.Threading.ExecutionContext.Run(System.Threading.ExecutionContext System.Threading.ContextCallback System.Object Boolean)
   at System.Threading.Tasks.Task.ExecuteWithThreadLocal(System.Threading.Tasks.Task ByRef)
   at System.Threading.Tasks.Task.ExecuteEntry(Boolean)
   at System.Threading.Tasks.Task.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem()
   at System.Threading.ThreadPoolWorkQueue.Dispatch()
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback()
```",Area-IDE|Bug,18/09/2019 6:17:23 AM +00:00,24/09/2019 8:02:36 PM +00:00,jasonmalinowski
38740,Merge master to master-vs-deps,"
This is an automatically generated pull request from master into master-vs-deps.

``` bash
git fetch --all
git checkout merges/master-to-master-vs-deps
git reset --hard upstream/master-vs-deps
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-master-vs-deps --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,18/09/2019 12:02:16 AM +00:00,18/09/2019 1:30:06 AM +00:00,
38739,Remove unnecessary nullable suppression,I was looking at existing usages of nullable suppression operator in roslyn and noticed a couple of unnecessary ones.,Area-IDE,17/09/2019 11:56:08 PM +00:00,18/09/2019 5:46:39 PM +00:00,
38738,Add cycle detection for more scenarios involving looking in base interfaces.,Fixes #38735.,Area-Compilers|Language-C#|New Language Feature - Default Interface Impl,17/09/2019 11:17:17 PM +00:00,19/09/2019 2:02:11 AM +00:00,
38737,"""Use simple 'using' statement"" throws away compiler directives","**Version Used**: 
Version 16.4.0 Preview 2.0 [29316.148.master]

Reported here: https://twitter.com/marcgravell/status/1173957452703895552.

**Steps to Reproduce**:

1. 
``` C#
    class Program
    {
        static void Demo()
        {
            // IDE0063 does the wrong thing here
            using (var obj = Dummy())
            {
#pragma warning disable CS0618 CS0612
#if !FOO
                LegacyMethod();
#endif
#pragma warning restore CS0618 CS0612
            }
        }
        static IDisposable Dummy() => throw new NotImplementedException();
        [Obsolete]
        static void LegacyMethod() => throw new NotImplementedException();
    }
```

**Expected Behavior**:
``` C#
    class Program
    {
        static void Demo()
        {
            // IDE0063 does the wrong thing here
            using var obj = Dummy();
#pragma warning disable CS0618 CS0612
#if !FOO
            LegacyMethod();
#endif
#pragma warning restore CS0618 CS0612
        }
        static IDisposable Dummy() => throw new NotImplementedException();
        [Obsolete]
        static void LegacyMethod() => throw new NotImplementedException();
    }
}
```

**Actual Behavior**:
``` C#
    class Program
    {
        static void Demo()
        {
            // IDE0063 does the wrong thing here
            using var obj = Dummy();
#pragma warning disable CS0618 CS0612
#if !FOO
            LegacyMethod();
        }
        static IDisposable Dummy() => throw new NotImplementedException();
        [Obsolete]
        static void LegacyMethod() => throw new NotImplementedException();
    }
```",Area-IDE|Bug,17/09/2019 11:16:55 PM +00:00,,JoeRobich
38736,Update immutable arrays of symbols in the NullabilityRewriter,Will be necessary for the forthcoming lambda PR but as this is a seperable change I'm breaking it out first.,Area-Compilers,17/09/2019 9:41:53 PM +00:00,19/09/2019 6:52:32 AM +00:00,
38735,Compiler stack overflow in cyclic base lookup (DIM),"The following test case crashes after https://github.com/dotnet/roslyn/pull/38564 has been merged

``` c#
        [Fact]
        public void NestedTypes_33()
        {
            var source1 =
@""
interface I1 : IA<int>.NF { }

interface IQ<T> { }

interface IA<T> : IB<IQ<T>> { }

interface IB<T> : IA<IQ<T>> { }
"";

            var compilation1 = CreateCompilation(source1 options: TestOptions.DebugDll
                                                 parseOptions: TestOptions.Regular);

            compilation1.VerifyDiagnostics(
                // some errors are expected:
                // error CS0426: The type name 'NF' does not exist in the type 'IA<int>'
                // error CS0529: Inherited interface 'IB<IQ<T>>' causes a cycle in the interface hierarchy of 'IA<T>'
                // error CS0529: Inherited interface 'IA<IQ<T>>' causes a cycle in the interface hierarchy of 'IB<T>'
                );
            CompileAndVerify(compilation1);
        }
```

I suspect the problem is a missing check `BaseTypeAnalysis.TypeDependsOn(...)` in the name lookup code added in #38564.",4 - In Review|Area-Compilers|Bug|New Language Feature - Default Interface Impl,17/09/2019 9:28:48 PM +00:00,19/09/2019 2:02:10 AM +00:00,AlekseyTs
38734,Add support for capture of implicit `this` parameter in MakeLocalFunctionStatic,This is an unaddressed issue from #37629. Currently we don't make codefix/refactoring available if this is the case.,Area-IDE|Bug,17/09/2019 8:58:39 PM +00:00,,
38733,Convert MakeLocalFunctionStatic refactoring to analyzer/codefix,"With .editorconfig support.

Suggested via code review comment:
https://github.com/dotnet/roslyn/pull/37629#pullrequestreview-288915669",Area-IDE|Feature Request,17/09/2019 8:56:18 PM +00:00,,
38732,Allow conversion of collection initializer Add extension method this arg,Fixes #38726,Area-Compilers,17/09/2019 8:04:48 PM +00:00,23/09/2019 6:03:31 PM +00:00,
38731,Detect when type/field declared in an interface shadows a member from base interface.,Fixes #38711.,Area-Compilers|Language-C#|New Language Feature - Default Interface Impl,17/09/2019 8:03:31 PM +00:00,18/09/2019 10:54:39 PM +00:00,
38730,Workaround to unblock builds,Same workaround as https://github.com/dotnet/roslyn/pull/38692,Area-Infrastructure,17/09/2019 7:47:07 PM +00:00,17/09/2019 9:06:42 PM +00:00,
38729,Mask the shift count during constant folding to imitate the X86 behavior when unspecified.,Fixes #38720,Area-Compilers|Concept-Determinism,17/09/2019 7:46:54 PM +00:00,20/09/2019 5:25:27 PM +00:00,gafter
38728,Bad Change Preview,"Original code:
![image](https://user-images.githubusercontent.com/2371880/65068892-665bc200-d93e-11e9-9544-a0a8ef42c200.png)
Invoking ctrl+. on the `localFunction` variable:
![image](https://user-images.githubusercontent.com/2371880/65068874-5cd25a00-d93e-11e9-93c2-d7575735c1e0.png)

Note that the refactoring worked as you'd expect but the preview didn't show the change.",Area-IDE|Bug|IDE-CodeStyle|Resolution-Duplicate,17/09/2019 6:30:28 PM +00:00,18/09/2019 6:50:03 AM +00:00,
38727,Update Arcade common folder,Take the latest changes from Arcade to fix our signed build. [Test Build](https://devdiv.visualstudio.com/DevDiv/_build/results?buildId=3059123),Area-Infrastructure,17/09/2019 5:27:08 PM +00:00,17/09/2019 9:06:28 PM +00:00,
38726,Incorrect IL generated for struct collection initializer call to Add extension method,"Compile:
```C#
using System;
using System.Collections;

interface IAppend
{
    void Append(object o);
}

struct S : IEnumerable IAppend
{
    IEnumerator IEnumerable.GetEnumerator() => null;
    void IAppend.Append(object o) { }
}

static class Program
{
    static void Add(this IAppend x object y)
    {
        x.Append(y);
    }
    static void Main()
    {
        _ = new S() { 1 2 };
    }
}
```
Execute:
```
Unhandled Exception: System.NullReferenceException:
    Object reference not set to an instance of an object.
   at Program.Add(IAppend x Object y)
   at Program.Main()
```
See https://github.com/dotnet/roslyn/issues/30956#issuecomment-435804724 for related issue with `await new S()`.",Area-Compilers|Bug,17/09/2019 3:42:15 PM +00:00,23/09/2019 6:03:31 PM +00:00,cston
